applicant_id,applicant_age,applicant_gender,employment_type,employment_years,annual_income_lakh,loan_purpose,loan_amount_lakh,loan_tenure_months,interest_rate_pct,credit_score,credit_grade,num_credit_accounts,existing_emis,months_since_last_default,debt_to_income_ratio,total_assets_lakh,property_ownership,state_name,geographic_tier,default_flag
APP005834,38,Female,Salaried,2.5,9.45,Gold Loan,2.45,60,10.39,661,BBB,5,2,999.0,0.24,81.05,Parental,Maharashtra,Tier-1,No
APP005835,47,Male,Salaried,5.4,6.57,Auto Loan,3.36,24,9.49,762,AA,8,0,101.0,0.0,16.03,Own,Bihar,Tier-3,No
APP005836,35,Male,Salaried,5.3,6.34,Home Loan,6.65,24,16.02,652,BBB,9,4,49.0,0.48,41.81,Own,Madhya Pradesh,Tier-2,No
APP005837,62,Male,Self-Employed,1.3,8.43,Personal Loan,0.58,84,12.79,741,A,2,0,999.0,0.0,56.49,Own,Gujarat,Tier-1,No
APP005838,57,Male,Self-Employed,1.9,5.56,Home Loan,4.79,84,7.84,785,AA,6,5,999.0,0.6,55.55,Rented,West Bengal,Tier-1,No
APP005839,44,Female,Salaried,4.5,12.28,Business Loan,7.99,240,13.35,570,B,8,3,999.0,0.36,34.78,Own,Madhya Pradesh,Tier-2,Yes
APP005840,64,Male,Business Owner,0.5,17.05,Personal Loan,6.54,120,12.57,810,AAA,8,3,999.0,0.36,,Rented,Gujarat,Tier-1,No
APP005841,27,Male,Salaried,5.8,11.67,Business Loan,16.63,24,12.08,746,A,2,1,999.0,0.12,45.95,Own,Odisha,Tier-3,No
APP005842,26,Male,Self-Employed,1.0,16.82,Gold Loan,4.6,48,11.43,635,BB,9,5,999.0,0.6,77.14,Rented,Karnataka,Tier-1,Yes
APP005843,64,Female,Business Owner,9.5,20.3,Gold Loan,3.04,60,10.64,868,AAA,7,5,28.0,0.6,42.87,Own,Maharashtra,Tier-1,No
APP005844,46,Male,Business Owner,2.6,6.75,Home Loan,8.68,24,8.12,664,BBB,9,4,999.0,0.48,35.14,Own,Jharkhand,Tier-3,No
APP005845,39,Male,Salaried,1.2,7.73,Education Loan,3.47,36,8.58,670,BBB,5,5,14.0,0.6,40.48,Own,Telangana,Tier-1,Yes
APP005846,34,Male,Self-Employed,5.5,9.49,Home Loan,18.96,24,11.95,666,BBB,8,0,2.0,0.0,70.35,Rented,Rajasthan,Tier-2,No
APP005847,64,Male,Salaried,4.0,19.25,Personal Loan,3.32,60,12.49,622,BB,8,0,999.0,0.0,74.98,Own,Tamil Nadu,Tier-1,No
APP005848,35,Male,Self-Employed,0.9,24.24,Home Loan,34.36,84,10.58,756,AA,3,4,93.0,0.48,160.9,Own,Uttar Pradesh,Tier-3,No
APP005849,49,Male,Salaried,8.8,7.14,Auto Loan,2.19,36,9.79,698,BBB,1,0,999.0,0.0,64.88,Own,Tamil Nadu,Tier-1,No
APP005850,39,Male,Salaried,3.0,5.23,Auto Loan,1.87,120,8.64,745,A,2,1,999.0,0.12,44.96,Own,Gujarat,Tier-1,No
APP005851,49,Male,Salaried,0.8,9.85,Business Loan,12.38,36,14.75,836,AAA,3,3,999.0,0.36,75.66,Own,Delhi NCT,Tier-1,No
APP005852,48,Male,Salaried,8.0,7.57,Education Loan,2.07,120,10.44,786,AA,8,1,999.0,0.12,54.88,Rented,Rajasthan,Tier-2,No
APP005853,53,Female,Self-Employed,0.7,10.34,Personal Loan,2.48,60,9.5,760,AA,6,1,999.0,0.12,62.74,Own,Karnataka,Tier-1,No
APP005854,30,Female,Business Owner,,28.18,Personal Loan,6.32,84,16.33,834,AAA,8,5,999.0,0.6,229.84,Own,Bihar,Tier-3,No
APP005855,61,Male,Salaried,2.9,10.46,Auto Loan,7.09,48,7.95,600,BB,1,0,999.0,0.0,92.53,Rented,Gujarat,Tier-1,No
APP005856,53,Male,Salaried,6.5,6.93,Auto Loan,2.77,120,9.36,665,BBB,5,4,2.0,0.48,22.96,Rented,Andhra Pradesh,Tier-2,No
APP005857,41,Female,Salaried,3.0,6.28,Personal Loan,3.14,60,7.0,875,AAA,3,2,22.0,0.24,42.31,Rented,Jharkhand,Tier-3,No
APP005858,49,Female,Self-Employed,1.0,4.92,Education Loan,2.41,48,9.36,657,BBB,9,5,999.0,0.6,47.62,Parental,West Bengal,Tier-1,No
APP005859,54,Male,Salaried,7.1,12.3,Home Loan,12.13,36,16.61,874,AAA,5,5,100.0,0.6,13.88,Rented,Delhi NCT,Tier-1,No
APP005860,25,Female,Salaried,1.7,10.54,Auto Loan,7.99,24,16.19,802,AAA,4,4,58.0,0.48,64.99,Parental,Gujarat,Tier-1,No
APP005861,55,Male,Salaried,5.7,12.3,Home Loan,18.47,240,11.34,691,BBB,4,4,76.0,0.48,28.19,Own,Jharkhand,Tier-3,No
APP005862,24,Male,Business Owner,1.5,14.31,Personal Loan,5.72,240,10.73,687,BBB,5,4,999.0,0.48,93.08,Company Provided,Tamil Nadu,Tier-1,No
APP005863,47,Female,Salaried,1.4,5.05,Business Loan,5.64,60,8.87,794,AA,6,4,999.0,0.48,,Rented,Gujarat,Tier-1,No
APP005864,29,Female,Salaried,3.1,9.31,Personal Loan,1.64,48,7.88,773,AA,7,4,999.0,0.48,34.38,Own,Andhra Pradesh,Tier-2,No
APP005865,27,Female,Self-Employed,8.5,20.27,Education Loan,4.85,120,13.54,759,AA,1,2,56.0,0.24,45.09,Rented,Tamil Nadu,Tier-1,No
APP005866,37,Male,Salaried,4.8,9.32,Personal Loan,3.6,48,9.03,646,BB,2,2,999.0,0.24,22.02,Rented,Delhi NCT,Tier-1,No
APP005867,45,Male,Salaried,0.5,22.28,Auto Loan,14.93,48,9.18,778,AA,5,1,999.0,0.12,135.23,Parental,Rajasthan,Tier-2,No
APP005868,60,Male,Salaried,6.6,10.37,Auto Loan,5.58,120,7.81,875,AAA,9,0,103.0,0.0,61.75,Rented,Delhi NCT,Tier-1,No
APP005869,51,Male,Contract,4.3,26.64,Home Loan,39.08,36,12.05,582,B,1,1,117.0,0.12,67.81,Own,Jharkhand,Tier-3,No
APP005870,34,Male,Salaried,4.9,27.85,Education Loan,3.99,36,11.2,765,AA,1,3,999.0,0.36,153.47,Own,Andhra Pradesh,Tier-2,No
APP005871,26,Male,Salaried,2.2,5.51,Home Loan,4.71,180,9.63,646,BB,1,2,999.0,0.24,13.42,Rented,Karnataka,Tier-1,No
APP005872,46,Male,Salaried,4.1,6.32,Auto Loan,3.32,24,12.47,621,BB,3,1,999.0,0.12,34.88,Own,Odisha,Tier-3,No
APP005873,41,Male,Business Owner,2.3,11.23,Education Loan,4.37,24,10.77,765,AA,5,5,42.0,0.6,,Own,Punjab,Tier-2,No
APP005874,39,Female,Salaried,0.5,3.53,Home Loan,4.15,60,8.76,678,BBB,5,1,999.0,0.12,35.6,Own,Karnataka,Tier-1,No
APP005875,39,Female,Self-Employed,9.3,13.98,Personal Loan,2.64,240,12.03,756,AA,8,5,999.0,0.6,127.77,Own,Telangana,Tier-1,No
APP005876,23,Male,Business Owner,5.7,18.36,Home Loan,16.99,120,12.93,680,BBB,9,2,999.0,0.24,43.68,Own,Andhra Pradesh,Tier-2,No
APP005877,31,Female,Contract,5.5,10.03,Home Loan,13.12,84,7.0,700,A,7,0,999.0,0.0,,Own,Maharashtra,Tier-1,No
APP005878,33,Male,Self-Employed,1.1,5.53,Home Loan,7.63,60,9.4,786,AA,2,1,999.0,0.12,21.81,Rented,Delhi NCT,Tier-1,No
APP005879,34,Female,Salaried,5.4,21.62,Education Loan,3.77,60,7.0,685,BBB,2,4,999.0,0.48,151.75,Company Provided,Tamil Nadu,Tier-1,No
APP005880,32,Male,Salaried,1.3,3.21,Personal Loan,1.14,60,15.27,571,B,8,1,999.0,0.12,31.88,Own,Maharashtra,Tier-1,Yes
APP005881,40,Female,Salaried,,4.36,Home Loan,7.75,60,7.44,653,BBB,8,0,999.0,0.0,23.45,Own,Kerala,Tier-2,No
APP005882,56,Female,Self-Employed,2.0,17.63,Education Loan,8.62,36,11.68,707,A,3,5,999.0,0.6,70.36,Own,Tamil Nadu,Tier-1,No
APP005883,60,Male,Self-Employed,0.9,12.89,Personal Loan,5.9,12,10.6,745,A,2,3,999.0,0.36,29.94,Own,Karnataka,Tier-1,No
APP005884,47,Male,Business Owner,11.8,10.3,Auto Loan,4.21,36,13.89,678,BBB,3,4,999.0,0.48,41.25,Own,Gujarat,Tier-1,No
APP005885,35,Female,Salaried,0.6,9.3,Personal Loan,0.9,84,13.77,709,A,7,0,999.0,0.0,76.3,Parental,Assam,Tier-3,No
APP005886,45,Male,Self-Employed,7.2,11.63,Auto Loan,6.8,12,11.55,705,A,3,1,999.0,0.12,60.3,Own,Uttar Pradesh,Tier-3,No
APP005887,62,Female,Business Owner,0.5,27.6,Home Loan,35.01,84,8.71,771,AA,2,3,999.0,0.36,208.78,Company Provided,Maharashtra,Tier-1,No
APP005888,22,Female,Contract,5.8,4.62,Auto Loan,1.68,60,7.26,681,BBB,4,4,999.0,0.48,34.91,Own,Bihar,Tier-3,No
APP005889,64,Male,Self-Employed,0.6,12.72,Education Loan,2.95,60,10.14,764,AA,1,5,999.0,0.6,75.11,Parental,Uttar Pradesh,Tier-3,No
APP005890,43,Female,Self-Employed,3.6,19.6,Home Loan,30.4,24,7.86,731,A,9,3,999.0,0.36,164.05,Parental,Gujarat,Tier-1,No
APP005891,44,Female,Salaried,1.0,5.21,Personal Loan,1.29,60,8.44,708,A,2,4,999.0,0.48,40.16,Own,Maharashtra,Tier-1,No
APP005892,40,Female,Salaried,10.1,8.77,Gold Loan,1.03,24,15.18,716,A,5,2,999.0,0.24,17.47,Rented,Gujarat,Tier-1,No
APP005893,39,Male,Salaried,2.6,8.74,Home Loan,16.55,84,12.95,719,A,5,1,30.0,0.12,23.01,Company Provided,Punjab,Tier-2,No
APP005894,33,Male,Salaried,0.5,3.72,Home Loan,5.17,84,12.67,774,AA,5,2,6.0,0.24,35.29,Rented,Maharashtra,Tier-1,No
APP005895,49,Male,Salaried,4.9,10.6,Home Loan,12.9,84,7.0,616,BB,4,1,90.0,0.12,41.78,Parental,West Bengal,Tier-1,No
APP005896,49,Female,Self-Employed,2.9,13.14,Home Loan,18.02,12,7.37,681,BBB,9,1,999.0,0.12,83.19,Own,Gujarat,Tier-1,No
APP005897,54,Female,Self-Employed,9.8,24.66,Personal Loan,12.33,36,10.93,591,B,5,4,999.0,0.48,177.08,Own,Delhi NCT,Tier-1,No
APP005898,40,Female,Salaried,2.8,8.92,Home Loan,8.18,36,10.16,619,BB,4,1,999.0,0.12,70.63,Rented,Madhya Pradesh,Tier-2,No
APP005899,49,Male,Salaried,2.6,11.48,Home Loan,14.84,60,9.67,682,BBB,4,5,56.0,0.6,49.01,Company Provided,Gujarat,Tier-1,Yes
APP005900,58,Male,Salaried,3.0,20.28,Business Loan,20.51,120,8.86,725,A,2,5,5.0,0.6,77.59,Rented,Gujarat,Tier-1,No
APP005901,47,Female,Salaried,9.8,6.34,Business Loan,4.92,36,13.35,639,BB,7,1,36.0,0.12,58.45,Own,Maharashtra,Tier-1,No
APP005902,56,Female,Salaried,4.4,4.71,Personal Loan,2.18,60,8.44,745,A,2,5,999.0,0.6,42.77,Own,Delhi NCT,Tier-1,Yes
APP005903,55,Female,Contract,5.5,9.65,Personal Loan,3.09,120,11.32,692,BBB,4,2,999.0,0.24,58.53,Own,Maharashtra,Tier-1,No
APP005904,56,Female,Salaried,6.4,8.1,Gold Loan,3.01,48,7.0,726,A,1,2,29.0,0.24,42.4,Parental,Andhra Pradesh,Tier-2,No
APP005905,61,Female,Salaried,13.9,8.59,Education Loan,1.65,48,12.71,665,BBB,8,2,999.0,0.24,79.64,Own,Delhi NCT,Tier-1,No
APP005906,37,Female,Salaried,9.1,7.15,Gold Loan,0.5,60,8.58,748,A,8,1,999.0,0.12,25.53,Own,West Bengal,Tier-1,No
APP005907,59,Female,Self-Employed,13.1,6.82,Education Loan,1.02,84,7.01,792,AA,7,1,999.0,0.12,39.31,Own,Jharkhand,Tier-3,No
APP005908,34,Male,Self-Employed,2.1,18.1,Auto Loan,3.79,36,7.2,796,AA,4,1,999.0,0.12,137.75,Parental,Andhra Pradesh,Tier-2,No
APP005909,44,Female,Salaried,1.2,8.92,Personal Loan,2.26,48,11.87,687,BBB,1,2,68.0,0.24,55.25,Own,Karnataka,Tier-1,Yes
APP005910,43,Female,Business Owner,1.1,49.65,Gold Loan,14.95,84,14.58,870,AAA,5,3,118.0,0.36,329.25,Own,Haryana,Tier-2,No
APP005911,37,Male,Business Owner,9.8,8.15,Auto Loan,5.33,48,7.26,695,BBB,5,4,999.0,0.48,44.82,Rented,Punjab,Tier-2,No
APP005912,49,Male,Salaried,8.9,27.21,Auto Loan,13.69,60,10.74,754,AA,7,4,87.0,0.48,110.55,Own,Punjab,Tier-2,No
APP005913,56,Male,Salaried,5.3,10.6,Business Loan,12.34,36,10.86,794,AA,3,2,999.0,0.24,36.92,Own,Uttar Pradesh,Tier-3,No
APP005914,29,Male,Salaried,0.5,9.12,Auto Loan,4.05,180,7.0,791,AA,5,1,999.0,0.12,63.83,Own,Maharashtra,Tier-1,No
APP005915,43,Male,Salaried,1.9,4.93,Auto Loan,1.16,84,10.48,801,AAA,5,3,95.0,0.36,56.36,Own,Uttar Pradesh,Tier-3,No
APP005916,42,Male,Business Owner,6.6,10.03,Personal Loan,0.57,180,7.78,797,AA,3,1,999.0,0.12,30.94,Own,Telangana,Tier-1,No
APP005917,47,Male,Salaried,1.4,18.03,Home Loan,28.62,24,9.9,682,BBB,3,4,82.0,0.48,72.5,Own,Tamil Nadu,Tier-1,No
APP005918,61,Male,Salaried,,2.5,Personal Loan,0.84,60,8.84,689,BBB,9,2,40.0,0.24,16.56,Own,Karnataka,Tier-1,No
APP005919,42,Female,Salaried,3.9,3.36,Personal Loan,0.89,24,13.53,692,BBB,5,3,51.0,0.36,12.57,Rented,Tamil Nadu,Tier-1,No
APP005920,46,Male,Salaried,1.5,3.72,Business Loan,4.32,12,12.13,736,A,5,1,92.0,0.12,17.01,Rented,Delhi NCT,Tier-1,No
APP005921,62,Male,Business Owner,13.6,27.5,Personal Loan,10.98,120,11.19,522,B,4,5,999.0,0.6,143.76,Own,Bihar,Tier-3,No
APP005922,22,Male,Salaried,1.5,13.12,Education Loan,6.55,36,7.0,863,AAA,9,0,999.0,0.0,,Own,Madhya Pradesh,Tier-2,No
APP005923,27,Male,Salaried,11.3,5.17,Personal Loan,1.23,60,11.93,766,AA,7,2,999.0,0.24,43.27,Rented,Telangana,Tier-1,No
APP005924,44,Male,Self-Employed,3.9,8.36,Education Loan,1.06,60,11.82,689,BBB,6,2,999.0,0.24,66.52,Own,Karnataka,Tier-1,Yes
APP005925,44,Female,Salaried,0.5,9.69,Home Loan,14.08,120,11.06,638,BB,3,4,73.0,0.48,76.83,Rented,Karnataka,Tier-1,No
APP005926,64,Female,Salaried,9.0,15.81,Personal Loan,2.82,48,12.43,664,BBB,8,2,999.0,0.24,86.98,Own,Andhra Pradesh,Tier-2,No
APP005927,64,Male,Salaried,7.8,5.17,Personal Loan,0.87,240,12.57,641,BB,9,3,999.0,0.36,29.26,Own,Delhi NCT,Tier-1,No
APP005928,44,Male,Salaried,8.9,9.71,Home Loan,9.56,48,12.15,718,A,3,2,999.0,0.24,10.16,Rented,Telangana,Tier-1,No
APP005929,53,Male,Salaried,,7.47,Home Loan,12.36,180,15.78,584,B,4,0,60.0,0.0,13.61,Rented,Tamil Nadu,Tier-1,No
APP005930,51,Other,Salaried,6.2,8.53,Auto Loan,2.81,240,7.0,881,AAA,9,1,999.0,0.12,53.75,Rented,Madhya Pradesh,Tier-2,No
APP005931,34,Female,Salaried,11.9,5.51,Personal Loan,1.88,12,11.25,702,A,4,3,999.0,0.36,14.23,Own,Assam,Tier-3,No
APP005932,64,Male,Self-Employed,0.7,12.15,Education Loan,4.38,60,16.65,740,A,1,4,999.0,0.48,58.77,Rented,Karnataka,Tier-1,No
APP005933,39,Female,Salaried,0.5,5.87,Auto Loan,2.48,36,12.81,621,BB,2,5,113.0,0.6,12.19,Own,Maharashtra,Tier-1,No
APP005934,44,Female,Contract,0.7,9.51,Personal Loan,3.03,60,9.87,774,AA,9,2,999.0,0.24,81.14,Parental,Maharashtra,Tier-1,No
APP005935,36,Female,Salaried,10.2,21.31,Auto Loan,4.84,84,13.45,713,A,9,1,999.0,0.12,68.34,Parental,Madhya Pradesh,Tier-2,No
APP005936,54,Female,Self-Employed,4.1,19.23,Home Loan,33.88,12,9.12,629,BB,9,1,999.0,0.12,98.52,Own,Telangana,Tier-1,No
APP005937,42,Female,Business Owner,1.0,31.01,Auto Loan,24.02,84,12.49,746,A,9,0,999.0,0.0,221.33,Rented,Delhi NCT,Tier-1,No
APP005938,60,Male,Salaried,0.8,10.74,Auto Loan,7.6,36,8.63,695,BBB,5,0,999.0,0.0,23.01,Rented,West Bengal,Tier-1,No
APP005939,44,Female,Self-Employed,2.9,20.19,Home Loan,34.77,48,10.48,659,BBB,5,5,999.0,0.6,137.11,Own,Rajasthan,Tier-2,No
APP005940,48,Female,Business Owner,8.5,5.36,Auto Loan,1.77,48,12.2,661,BBB,4,3,38.0,0.36,43.4,Own,Kerala,Tier-2,No
APP005941,39,Female,Salaried,8.2,3.55,Personal Loan,1.4,60,7.0,671,BBB,6,3,999.0,0.36,35.43,Own,Haryana,Tier-2,No
APP005942,45,Female,Contract,9.5,5.19,Personal Loan,0.64,12,12.26,672,BBB,5,1,999.0,0.12,32.02,Own,Gujarat,Tier-1,Yes
APP005943,61,Male,Salaried,7.3,5.39,Auto Loan,3.72,48,13.97,729,A,4,2,17.0,0.24,15.54,Own,Tamil Nadu,Tier-1,No
APP005944,63,Male,Salaried,0.5,16.06,Personal Loan,3.14,36,10.55,556,B,8,0,999.0,0.0,100.37,Rented,Maharashtra,Tier-1,No
APP005945,28,Male,Self-Employed,6.4,4.72,Home Loan,5.01,36,8.97,665,BBB,3,3,999.0,0.36,41.34,Own,Karnataka,Tier-1,No
APP005946,41,Male,Salaried,3.7,4.28,Home Loan,4.1,24,12.93,744,A,8,1,999.0,0.12,34.61,Own,Delhi NCT,Tier-1,No
APP005947,48,Male,Self-Employed,6.5,10.13,Auto Loan,3.31,60,12.68,616,BB,3,4,999.0,0.48,45.07,Parental,Rajasthan,Tier-2,No
APP005948,27,Other,Business Owner,3.3,15.57,Home Loan,27.9,48,11.76,693,BBB,2,1,999.0,0.12,64.88,Own,Maharashtra,Tier-1,No
APP005949,48,Male,Contract,3.3,14.6,Business Loan,9.82,48,12.3,805,AAA,2,2,66.0,0.24,33.19,Own,Punjab,Tier-2,No
APP005950,30,Female,Salaried,0.7,7.79,Auto Loan,2.96,60,8.29,599,B,8,5,9.0,0.6,56.38,Rented,Gujarat,Tier-1,No
APP005951,52,Male,Contract,11.8,8.16,Auto Loan,2.53,24,11.31,639,BB,5,0,999.0,0.0,66.73,Rented,Telangana,Tier-1,No
APP005952,42,Female,Salaried,2.3,14.7,Personal Loan,3.37,240,9.97,779,AA,3,4,999.0,0.48,80.45,Own,Bihar,Tier-3,No
APP005953,47,Male,Salaried,4.4,5.5,Home Loan,5.2,84,11.21,799,AA,8,0,56.0,0.0,37.06,Rented,Punjab,Tier-2,No
APP005954,61,Female,Salaried,1.2,9.65,Business Loan,8.45,48,7.86,757,AA,9,5,85.0,0.6,,Rented,Tamil Nadu,Tier-1,No
APP005955,34,Male,Self-Employed,2.3,14.82,Home Loan,20.28,84,12.34,677,BBB,2,1,999.0,0.12,49.99,Rented,Uttar Pradesh,Tier-3,No
APP005956,44,Male,Salaried,10.2,7.36,Home Loan,10.62,48,12.8,715,A,9,0,999.0,0.0,54.61,Rented,Gujarat,Tier-1,No
APP005957,41,Female,Self-Employed,1.2,17.39,Home Loan,24.61,180,8.71,666,BBB,8,0,999.0,0.0,120.85,Own,Punjab,Tier-2,No
APP005958,58,Male,Salaried,1.2,5.63,Personal Loan,1.84,180,12.27,723,A,6,4,999.0,0.48,45.13,Rented,Maharashtra,Tier-1,No
APP005959,49,Female,Salaried,1.5,21.31,Home Loan,38.09,240,12.07,795,AA,5,2,999.0,0.24,20.02,Rented,Andhra Pradesh,Tier-2,No
APP005960,38,Female,Contract,4.3,7.59,Education Loan,0.84,36,10.76,753,AA,1,4,999.0,0.48,15.23,Own,Rajasthan,Tier-2,No
APP005961,49,Female,Salaried,3.7,7.09,Home Loan,9.79,24,7.0,698,BBB,3,1,999.0,0.12,46.26,Rented,Odisha,Tier-3,No
APP005962,62,Female,Salaried,1.0,4.04,Business Loan,3.11,36,12.57,776,AA,6,4,999.0,0.48,23.3,Parental,Karnataka,Tier-1,No
APP005963,23,Female,Self-Employed,5.9,5.85,Personal Loan,2.87,36,11.18,687,BBB,8,2,39.0,0.24,56.05,Rented,West Bengal,Tier-1,No
APP005964,46,Female,Salaried,11.9,5.78,Business Loan,8.17,60,10.74,785,AA,9,5,999.0,0.6,58.03,Own,Tamil Nadu,Tier-1,No
APP005965,62,Male,Business Owner,1.1,7.76,Business Loan,4.44,12,15.05,694,BBB,6,1,999.0,0.12,54.21,Own,Maharashtra,Tier-1,No
APP005966,27,Male,Salaried,5.6,4.71,Home Loan,5.03,60,12.21,588,B,5,0,999.0,0.0,19.92,Rented,Gujarat,Tier-1,No
APP005967,32,Male,Salaried,4.4,9.25,Auto Loan,4.26,24,12.33,730,A,6,2,999.0,0.24,14.3,Own,Rajasthan,Tier-2,No
APP005968,59,Male,Salaried,2.0,12.56,Personal Loan,5.55,36,8.5,713,A,5,3,39.0,0.36,67.78,Company Provided,Chhattisgarh,Tier-3,No
APP005969,27,Male,Salaried,4.8,10.53,Business Loan,14.39,12,7.0,839,AAA,3,4,999.0,0.48,59.37,Rented,Odisha,Tier-3,No
APP005970,32,Male,Self-Employed,1.2,2.5,Business Loan,3.44,84,9.37,833,AAA,2,3,111.0,0.36,18.09,Rented,Bihar,Tier-3,No
APP005971,35,Female,Salaried,9.0,5.09,Home Loan,8.89,24,13.35,758,AA,4,2,999.0,0.24,44.03,Rented,Delhi NCT,Tier-1,No
APP005972,23,Male,Business Owner,0.5,26.99,Personal Loan,13.24,60,11.38,641,BB,3,4,999.0,0.48,,Own,Maharashtra,Tier-1,No
APP005973,61,Male,Salaried,4.2,4.31,Auto Loan,1.23,120,14.66,710,A,5,5,999.0,0.6,29.68,Own,Tamil Nadu,Tier-1,No
APP005974,24,Female,Salaried,1.9,8.44,Personal Loan,3.65,36,7.97,580,B,6,1,999.0,0.12,40.55,Own,Rajasthan,Tier-2,No
APP005975,56,Female,Self-Employed,10.7,5.93,Home Loan,5.62,12,13.62,707,A,9,3,999.0,0.36,31.78,Own,Telangana,Tier-1,No
APP005976,54,Female,Self-Employed,3.5,22.2,Home Loan,32.17,48,7.0,593,B,2,3,999.0,0.36,114.08,Own,Delhi NCT,Tier-1,Yes
APP005977,45,Female,Self-Employed,8.1,7.0,Business Loan,4.94,48,10.94,791,AA,7,4,999.0,0.48,24.14,Rented,Kerala,Tier-2,No
APP005978,40,Male,Self-Employed,12.9,15.81,Home Loan,17.27,48,7.0,739,A,3,1,999.0,0.12,24.97,Rented,Gujarat,Tier-1,No
APP005979,39,Male,Salaried,2.0,6.06,Home Loan,6.01,12,7.0,723,A,7,3,999.0,0.36,31.81,Rented,Haryana,Tier-2,No
APP005980,45,Male,Self-Employed,10.6,2.85,Home Loan,4.35,48,10.87,807,AAA,3,4,38.0,0.48,19.2,Parental,Uttar Pradesh,Tier-3,No
APP005981,56,Male,Salaried,6.5,11.69,Personal Loan,5.48,24,7.0,732,A,9,5,94.0,0.6,101.27,Parental,Karnataka,Tier-1,No
APP005982,22,Male,Salaried,0.6,3.14,Auto Loan,1.83,180,8.42,713,A,5,3,999.0,0.36,35.31,Own,Telangana,Tier-1,Yes
APP005983,57,Other,Contract,0.5,5.46,Personal Loan,1.63,60,11.91,606,BB,5,3,36.0,0.36,37.2,Own,Madhya Pradesh,Tier-2,No
APP005984,46,Male,Salaried,8.5,25.18,Personal Loan,12.48,180,10.42,775,AA,1,5,81.0,0.6,44.7,Own,Odisha,Tier-3,No
APP005985,64,Male,Self-Employed,3.2,60.56,Auto Loan,17.08,24,9.14,718,A,7,0,999.0,0.0,,Own,Chhattisgarh,Tier-3,No
APP005986,55,Male,Salaried,3.4,9.13,Business Loan,6.03,48,13.64,768,AA,8,4,999.0,0.48,,Own,Madhya Pradesh,Tier-2,No
APP005987,46,Female,Salaried,11.1,5.53,Home Loan,8.92,48,7.64,653,BBB,8,5,68.0,0.6,23.62,Rented,Maharashtra,Tier-1,No
APP005988,37,Male,Salaried,11.7,9.15,Home Loan,8.72,240,12.65,642,BB,2,5,999.0,0.6,19.43,Rented,Telangana,Tier-1,No
APP005989,55,Male,Self-Employed,0.6,5.26,Personal Loan,2.29,24,7.84,753,AA,2,3,45.0,0.36,21.96,Rented,Rajasthan,Tier-2,No
APP005990,50,Male,Salaried,2.3,7.15,Business Loan,7.61,84,12.62,765,AA,1,1,999.0,0.12,32.47,Own,Madhya Pradesh,Tier-2,No
APP005991,40,Male,Salaried,11.3,21.79,Personal Loan,5.36,180,8.55,817,AAA,6,3,,0.36,129.16,Parental,Telangana,Tier-1,No
APP005992,44,Male,Business Owner,8.6,16.2,Home Loan,15.33,60,12.69,641,BB,1,1,999.0,0.12,68.74,Parental,Chhattisgarh,Tier-3,No
APP005993,40,Male,Salaried,6.4,4.13,Home Loan,5.59,180,8.29,748,A,6,1,999.0,0.12,31.07,Rented,Madhya Pradesh,Tier-2,No
APP005994,46,Male,Salaried,0.5,11.29,Education Loan,0.72,36,9.51,725,A,1,4,85.0,0.48,22.33,Parental,Punjab,Tier-2,No
APP005995,37,Female,Business Owner,4.9,5.63,Personal Loan,0.93,36,10.31,640,BB,1,2,999.0,0.24,53.81,Own,Rajasthan,Tier-2,No
APP005996,30,Male,Contract,4.4,3.21,Home Loan,4.81,12,7.29,644,BB,5,5,999.0,0.6,22.74,Company Provided,West Bengal,Tier-1,Yes
APP005997,22,Female,Salaried,0.9,13.75,Auto Loan,6.72,60,10.01,743,A,6,2,105.0,0.24,70.42,Own,Jharkhand,Tier-3,No
APP005998,63,Male,Business Owner,7.4,9.49,Business Loan,13.09,60,14.98,760,AA,6,5,97.0,0.6,70.97,Own,Uttar Pradesh,Tier-3,No
APP005999,40,Male,Salaried,1.9,21.44,Personal Loan,3.35,60,7.28,674,BBB,8,4,999.0,0.48,101.54,Rented,Uttar Pradesh,Tier-3,No
APP006000,54,Male,Salaried,4.8,5.05,Business Loan,3.14,120,12.98,664,BBB,8,4,106.0,0.48,33.89,Own,Telangana,Tier-1,No
APP006001,55,Male,Business Owner,2.2,28.36,Personal Loan,2.84,60,7.0,601,BB,3,2,999.0,0.24,176.73,Own,Gujarat,Tier-1,No
APP006002,37,Male,Business Owner,0.5,35.62,Auto Loan,7.13,36,12.4,900,AAA,1,2,999.0,0.24,159.07,Rented,Rajasthan,Tier-2,No
APP006003,61,Male,Salaried,3.7,9.83,Personal Loan,2.54,12,16.06,660,BBB,7,0,999.0,0.0,23.54,Own,West Bengal,Tier-1,No
APP006004,39,Female,Salaried,1.8,7.64,Education Loan,1.89,24,9.98,627,BB,6,5,999.0,0.6,44.81,Own,Chhattisgarh,Tier-3,No
APP006005,55,Female,Salaried,0.5,6.49,Personal Loan,2.29,60,10.14,757,AA,2,3,999.0,0.36,38.64,Parental,Maharashtra,Tier-1,No
APP006006,46,Female,Salaried,1.1,6.71,Business Loan,5.24,84,7.0,686,BBB,6,0,999.0,0.0,45.95,Own,Karnataka,Tier-1,No
APP006007,27,Male,Self-Employed,4.8,4.49,Auto Loan,1.45,36,7.0,691,BBB,6,5,999.0,0.6,11.8,Own,Karnataka,Tier-1,No
